Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Inquery/Audit Trail User/Input Username""), ""RISWAN"", CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:10,2025-01-22 11:17:11,0.662s,PASSED
"setText(findTestObject(""Inquery/Audit Trail User/Input No Referensi""), ""M155E04A27FC"", CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:11,2025-01-22 11:17:11,0.649s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:11,2025-01-22 11:17:13,2.007s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:13,2025-01-22 11:17:14,0.334s,PASSED
"click(findTestObject(""Inquery/Audit Trail User/Button Cari""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:14,2025-01-22 11:17:14,0.516s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:14,2025-01-22 11:17:16,2.004s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:16,2025-01-22 11:17:16,0.365s,PASSED
"click(findTestObject(""Inquery/Button Export Excel""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:16,2025-01-22 11:17:17,0.497s,PASSED
"delay(2, CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:17,2025-01-22 11:17:19,2.008s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:19,2025-01-22 11:17:19,0.363s,PASSED
,,,,,,,
Test Cases/Inquery/Log SMS/Cari Log SMS,Chrome 132.0.0.0,,,2025-01-22 11:17:19,2025-01-22 11:17:31,11.812s,PASSED
"click(findTestObject(""Menu Utama/Button Inquiry""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:20,2025-01-22 11:17:20,0.352s,PASSED
"enhancedClick(findTestObject(""Inquery/Button Log SMS""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:20,2025-01-22 11:17:22,2.005s,PASSED
delay(0),Chrome 132.0.0.0,,,2025-01-22 11:17:22,2025-01-22 11:17:22,0.004s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:22,2025-01-22 11:17:22,0.484s,PASSED
"setText(findTestObject(""Inquery/Log SMS/Input Periode Awal""), ""29-12-2023"")",Chrome 132.0.0.0,,,2025-01-22 11:17:22,2025-01-22 11:17:23,0.666s,PASSED
"setText(findTestObject(""Inquery/Log SMS/Input Periode Akhir""), ""20-12-2024"")",Chrome 132.0.0.0,,,2025-01-22 11:17:23,2025-01-22 11:17:24,0.682s,PASSED
delay(0),Chrome 132.0.0.0,,,2025-01-22 11:17:24,2025-01-22 11:17:24,0.001s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:24,2025-01-22 11:17:24,0.362s,PASSED
"click(findTestObject(""Inquery/Log SMS/Button Cari""))",Chrome 132.0.0.0,,,2025-01-22 11:17:24,2025-01-22 11:17:25,0.497s,PASSED
"verifyElementPresent(findTestObject(""Inquery/Log SMS/Verikasi Hasil Pencarian""), 0)",Chrome 132.0.0.0,,,2025-01-22 11:17:25,2025-01-22 11:17:25,0.335s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:25,2025-01-22 11:17:27,2.010s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:27,2025-01-22 11:17:27,0.366s,PASSED
"scrollToElement(findTestObject(""Inquery/Button Export Excel""), 0)",Chrome 132.0.0.0,,,2025-01-22 11:17:27,2025-01-22 11:17:28,0.348s,PASSED
"click(findTestObject(""Inquery/Button Export Excel""))",Chrome 132.0.0.0,,,2025-01-22 11:17:28,2025-01-22 11:17:29,1.007s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:29,2025-01-22 11:17:31,2.017s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:31,2025-01-22 11:17:31,0.368s,PASSED
,,,,,,,
Test Cases/Inquery/Perubahan Data/Cari Perubahan Data,Chrome 132.0.0.0,,,2025-01-22 11:17:31,2025-01-22 11:17:50,19.314s,PASSED
"click(findTestObject(""Menu Utama/Button Inquiry""))",Chrome 132.0.0.0,,,2025-01-22 11:17:31,2025-01-22 11:17:32,0.364s,PASSED
"enhancedClick(findTestObject(""Inquery/Button Perubahan Data""))",Chrome 132.0.0.0,,,2025-01-22 11:17:32,2025-01-22 11:17:33,0.839s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:33,2025-01-22 11:17:35,2.006s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:35,2025-01-22 11:17:35,0.358s,PASSED
"setText(findTestObject(""Inquery/Perubahan Data/Input Periode awal""), ""29-12-2023"")",Chrome 132.0.0.0,,,2025-01-22 11:17:35,2025-01-22 11:17:36,0.663s,PASSED
"setText(findTestObject(""Inquery/Perubahan Data/Input Periode Akhir""), ""19-12-2024"")",Chrome 132.0.0.0,,,2025-01-22 11:17:36,2025-01-22 11:17:36,0.688s,PASSED
"setText(findTestObject(""Inquery/Perubahan Data/Input No ref""), ""DAT000003083"")",Chrome 132.0.0.0,,,2025-01-22 11:17:36,2025-01-22 11:17:37,0.653s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:37,2025-01-22 11:17:39,2.003s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:39,2025-01-22 11:17:39,0.343s,PASSED
"click(findTestObject(""Inquery/Perubahan Data/Button Search""))",Chrome 132.0.0.0,,,2025-01-22 11:17:39,2025-01-22 11:17:40,0.553s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:40,2025-01-22 11:17:42,2.011s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:42,2025-01-22 11:17:42,0.364s,PASSED
"click(findTestObject(""Inquery/Button Export Excel""), STOP_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:42,2025-01-22 11:17:43,0.461s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:43,2025-01-22 11:17:45,2.016s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:45,2025-01-22 11:17:45,0.362s,PASSED
"click(findTestObject(""Inquery/Perubahan Data/Button No Reff""))",Chrome 132.0.0.0,,,2025-01-22 11:17:45,2025-01-22 11:17:46,0.764s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:46,2025-01-22 11:17:48,2.009s,PASSED
"click(findTestObject(""Inquery/Perubahan Data/Button back Detail Perubahan Data""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:48,2025-01-22 11:17:48,0.538s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:48,2025-01-22 11:17:50,2.015s,PASSED
,,,,,,,
Test Cases/Inquery/Transaksi Nasabah/Cari Transaksi Nasabah,Chrome 132.0.0.0,,,2025-01-22 11:17:50,2025-01-22 11:18:05,14.387s,PASSED
"click(findTestObject(""Menu Utama/Button Inquiry""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:51,2025-01-22 11:17:51,0.360s,PASSED
"enhancedClick(findTestObject(""Inquery/Button Transaksi Nasabah""), CONTINUE_ON_FAILURE)",Chrome 132.0.0.0,,,2025-01-22 11:17:51,2025-01-22 11:17:52,0.772s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:52,2025-01-22 11:17:54,2.010s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:54,2025-01-22 11:17:54,0.360s,PASSED
"setText(findTestObject(""Inquery/Transaksi Nasabah/Input Periode Awal""), ""29-12-2023"")",Chrome 132.0.0.0,,,2025-01-22 11:17:54,2025-01-22 11:17:55,0.666s,PASSED
"setText(findTestObject(""Inquery/Transaksi Nasabah/Input Periode Akhir""), ""20-12-2024"")",Chrome 132.0.0.0,,,2025-01-22 11:17:55,2025-01-22 11:17:56,0.667s,PASSED
"setText(findTestObject(""Inquery/Transaksi Nasabah/Input No Rekening""), ""087852210335"")",Chrome 132.0.0.0,,,2025-01-22 11:17:56,2025-01-22 11:17:56,0.689s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:56,2025-01-22 11:17:58,2.012s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:17:58,2025-01-22 11:17:59,0.364s,PASSED
"click(findTestObject(""Inquery/Transaksi Nasabah/Button Cari""))",Chrome 132.0.0.0,,,2025-01-22 11:17:59,2025-01-22 11:17:59,0.522s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:17:59,2025-01-22 11:18:01,2.015s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:18:01,2025-01-22 11:18:02,0.368s,PASSED
"scrollToElement(findTestObject(""Inquery/Button Export Excel""), 0)",Chrome 132.0.0.0,,,2025-01-22 11:18:02,2025-01-22 11:18:02,0.338s,PASSED
"click(findTestObject(""Inquery/Button Export Excel""))",Chrome 132.0.0.0,,,2025-01-22 11:18:02,2025-01-22 11:18:02,0.542s,PASSED
delay(2),Chrome 132.0.0.0,,,2025-01-22 11:18:02,2025-01-22 11:18:04,2.016s,PASSED
takeScreenshot(),Chrome 132.0.0.0,,,2025-01-22 11:18:04,2025-01-22 11:18:05,0.363s,PASSED
